,num_saudis_ma,num_expats_ma,profit_ma
4999,54999.98320690779,359033.7368753353,0.9999711746918234
5000,54999.98353944427,359033.40118503344,0.9999714043755539
5001,54999.98386539587,359033.0688349336,0.9997692012283257
5002,54999.98418489298,359032.7397917999,0.9995686091409973
5003,54999.984498063415,359032.4140227273,0.9993696154354267
5004,54999.98480503245,359032.09149513795,0.9991722073643022
5005,54999.985105922904,359031.77217677835,0.9989763722722566
5006,54999.985400855134,359031.4560357158,0.9987820975633698
5007,54999.985689947105,359031.14304033556,0.9985893708599985
5008,54999.98597331449,359030.83315933717,0.9983981797497826
5009,54999.986251070644,359030.5263617318,0.9982085120502627
5010,54999.98652332666,359029.2275919634,0.9980203576270018
5011,54999.986790191484,359027.94174527714,0.9978337024341852
5012,54999.987051771845,359026.6686930853,0.9976485345695878
5013,54999.9873081724,359025.4083080795,0.9974648422168717
5014,54999.98755949572,359024.16046421806,0.9972826135480766
5015,54999.98780584234,359022.92503671336,0.9971018368505733
5016,54999.988047310806,359021.70190201973,0.9969225006463036
5017,54999.98828399772,359020.4909378205,0.9967445934444747
5018,54999.98851599777,359019.2920230163,0.9965681038630144
5019,54999.98874340375,359018.1050377126,0.9963930205968976
5020,54999.98896630665,359016.929863208,0.9962193323503988
5021,54999.98918479563,359015.7663819821,0.9960470280724555
5022,54999.98939895809,359014.6144776837,0.9958760967928437
5023,54999.98960887971,359014.4690599953,0.9957065255072599
5024,54999.98981464446,359014.3250892491,0.9955383054493423
5025,54999.990016334676,359014.1825510477,0.9953714257981242
5026,54999.990214031015,359014.0414311367,0.9952058758895155
5027,54999.990407812584,359013.901715404,0.9950416450547758
5028,54999.99059775689,359013.7633898776,0.9948787227958514
5029,54999.990783939924,359013.6264407246,0.9947170987575163
5030,54999.99096643617,359013.49085424974,0.9945567625708799
5031,54999.99114531862,359013.356616894,0.9943977039313622
5032,54999.99132065884,359013.2237152334,0.9942399127004798
5033,54999.991492526984,359013.09213597735,0.9940833787284745
5034,54999.99166099181,359012.9618659676,0.9939280920703026
5035,54999.991826120684,359012.8328921769,0.9937740427560205
5036,54999.99198797968,359012.7052017075,0.9936212209263144
5037,54999.99214663355,359012.57878179004,0.9934696168357391
5038,54999.992302145765,359011.45859490655,0.9933192226777624
5039,54999.992454578525,359010.34955416125,0.993170026896807
5040,54999.99260399281,359009.25154864724,0.9930220199377431
5041,54999.99275044841,359008.1644685612,0.9928751923390315
5042,54999.99289400388,359006.0931803168,0.9927278310518934
5043,54999.99303471667,359005.03752678126,0.9925833476188631
5044,54999.99317264307,359003.99237726105,0.9924400154429258
5045,54999.99330783826,359002.95762723853,0.9922978254237529
5046,54999.993440356324,359001.93317323615,0.9921567683718138
5047,54999.99357025025,359000.91891280597,0.9920168351968995
5048,54999.99369757203,358999.91474451934,0.9918780170131423
5049,54999.993822372584,358997.9255430813,0.9917378191031423
5050,54999.99394470184,358996.95115956804,0.991601224221344
5051,54999.994064608734,358995.98647141317,0.9914657177450642
5052,54999.994182141236,358995.0313821454,0.9913312908765811
5053,54999.99429734636,358994.0857962534,0.9911979351433017
5054,54999.9944102702,358993.1496191763,0.9910656419141092
5055,54999.994520957924,358991.2277324183,0.99093305762707
5056,54999.99462945381,358990.31999378727,0.990802874891893
5057,54999.99473580126,358989.4212873814,0.9906737294612016
5058,54999.994840042826,358988.53152332787,0.9905456130338608
5059,54999.994942220204,358987.650612648,0.9904185175468461
5060,54999.995042374256,358986.7784672485,0.9902924349117416
5061,54999.99514054507,358984.91997503705,0.9901673588395314
5062,54999.99523677191,358983.07997528545,0.990043279420996
5063,54999.99533109325,358981.25828398904,0.9899201886996296
5064,54999.99542354684,358979.45471897424,0.9897980787672417
5065,54999.99551416968,358977.66909988,0.9896769418414396
5066,54999.995602998,358975.90124813985,0.9895567701433704
5067,54999.99569006735,358974.15098696435,0.9894375560431081
5068,54999.99577541255,358972.41814132297,0.9893192918580683
5069,54999.99585906775,358970.70253792667,0.9892019700231999
5070,54999.9959410664,358969.00400521094,0.9890855829868194
5071,54999.99602144132,358965.33232356707,0.9889675871111104
5072,54999.996100224664,358935.8265293027,0.9887955941470713
5073,54999.99617744794,358899.64915090165,0.9886231453614939
5074,54999.996253142046,358900.64766681305,0.9885113651807287
5075,54999.99632733725,358902.6312721184,0.9884004736966439
5076,54999.99640006324,358903.60011518194,0.9882884206670742
5077,54999.99647134912,358854.80807423487,0.9880768203671094
5078,54999.99654122339,358802.52142673003,0.9878669999064351
5079,54999.99660971401,358749.7600194989,0.9876589522658084
5080,54999.99667684839,358696.52857651876,0.987452666113578
5081,54999.99674265338,358643.826799638,0.9872481017088104
5082,54999.99680715529,358555.8285230247,0.9869692332809876
5083,54999.99687037994,358463.7307267757,0.9866911056760032
5084,54999.99693235261,358370.559276758,0.9864141059856146
5085,54999.9969930981,358328.06614962604,0.9862180633399529
5086,54999.997052640705,358285.9958396795,0.9860237037186268
5087,54999.99711100425,358242.35409003095,0.9858309574934996
5088,54999.997168212096,358199.14658664755,0.9856398847320541
5089,54999.99722428711,358175.2744813078,0.9854534075704625
5090,54999.997279251715,358152.63493423,0.9852727041815913
5091,54999.99733312792,358127.23558165063,0.9850936173282487
5092,54999.99738593726,358101.093934072,0.9849160618058791
5093,54999.997437700884,358075.21240238973,0.9847401006060247
5094,54999.997488439476,358050.5834232614,0.9845656008604353
5095,55001.97773619315,358081.92090163694,0.9844797443100171
5096,55003.918771120014,358074.140594158,0.9843119920331375
5097,55005.8213697117,358059.4725285445,0.9841456218055122
5098,55007.686293083745,357995.1991700515,0.9838857450742071
5099,55009.514287280115,357926.59022308583,0.9836281124409452
5100,55011.3060835716,357775.0818626571,0.9832083045309159
5101,55013.062398748414,357626.07607297885,0.9827804536785705
5102,55014.78393540686,357472.58277872036,0.9823546971213198
5103,55016.47138223048,357362.40782569826,0.981997715855605
5104,55018.12541426552,357249.34904136293,0.9816396711287156
5105,55021.72689121077,357201.09681209567,0.9813810087121295
5106,55025.25705178085,357153.3247045126,0.9811246423214188
5107,55028.71730818123,357106.02794128365,0.9808706208114342
5108,55032.10904465288,356972.6346284351,0.9804474557988038
5109,55035.433618026094,356799.7725923313,0.9799532423372047
5110,55038.6923582632,356688.3320690245,0.9795595828597872
5111,55041.88656899066,356612.82627729286,0.979234474203066
5112,55045.01752802055,356551.00711035467,0.9789132655727767
5113,55048.08648786172,356483.8329102516,0.9785954092349806
5114,55051.0946762209,356437.22760766203,0.9782853290548229
5115,55054.04329649375,356409.9915120634,0.9780213901080089
5116,55056.93352824635,356430.787616421,0.9778210065688817
5117,55059.76652768702,356445.4066451133,0.9776224996132531
5118,55062.543428128854,356459.88021083357,0.9774256893325971
5119,55065.26534044313,356496.1003082382,0.9772436757271027
5120,55067.93335350367,356576.73612606665,0.9771470203977394
5121,55070.5485346224,356653.5845228222,0.9770493781379531
5122,55075.09212799622,356726.6831842866,0.9769194747142126
5123,55079.54574922402,356812.98484414443,0.9768220797321243
5124,55083.91117993245,356858.62678599375,0.9766486705595757
5125,55088.19016646845,356957.54592245154,0.9765545779366985
5126,55092.384420597795,357006.7245699893,0.976382176209794
5127,55096.49562018992,357101.1850220292,0.9762884388460447
5128,55100.52540988913,357120.078703402,0.9760454786337122
5129,55104.47540177251,357132.8142386915,0.9758029745448143
5130,55108.347175994844,357197.1643457692,0.9756400818993233
5131,55112.14228142069,357267.83932740334,0.9754793759054052
5132,55115.86223624404,357357.7115729018,0.975352906867252
5133,55119.508528595645,357405.8935473008,0.9751441190710001
5134,55123.0826171383,357527.22793986497,0.9750655645448055
5135,55126.585931650414,357582.678408125,0.9748559762979108
5136,55130.01987359793,357669.4179264522,0.9747221055684199
5137,55133.385816695,357761.26451424864,0.9745915167255931
5138,55136.685107453515,357871.10267828597,0.9744854067661142
5139,55139.919065721755,358012.68374616373,0.9744368060394804
5140,55143.08898521241,358179.72171883873,0.9744355454104721
5141,55146.19613402009,358282.4110549697,0.9743109119540116
5142,55149.241755128605,358342.28756188543,0.9741265161719909
5143,55152.22706690824,358446.3444020656,0.9740154622335151
5144,55155.15326360313,358551.3559005526,0.9739061258137202
5145,55158.021515809,358653.332458756,0.9738030377772786
5146,55160.8329709415,358782.15502135543,0.9737553470030846
5147,55163.588753695134,358901.73556840664,0.973696304183979
5148,55166.289966493256,358995.25063737767,0.9735998964286473
5149,55168.93768992903,359057.9844618814,0.9734450797478883
5150,55171.532983197765,359170.8403378826,0.9733926446557948
5151,55174.07688452058,359309.4389414857,0.9734019580599993
5152,55176.570411559784,359353.1261161973,0.9732230412567356
5153,55179.01456182592,359312.79650310084,0.9729045890592314
5154,55181.41031307689,359319.63434884115,0.972679600352341
5155,55183.75862370902,359357.24992745963,0.9724993166184784
5156,55186.06043314053,359400.46137096744,0.9723308909339917
5157,55188.31666218725,359516.87469065934,0.9722958255581641
5158,55190.52821343107,359655.01524100103,0.9723138705192899
5159,55192.69597158095,359762.9255371105,0.9722795775172681
5160,55194.82080382687,359865.7819994278,0.9722459956296646
5161,55196.90356018673,359956.66974072705,0.9721898892216115
5162,55198.9450738464,360054.61332539644,0.9721614855376669
5163,55200.946161493004,360130.68682464625,0.9721028858645369
5164,55202.90762364166,360208.9884482816,0.972056516246174
5165,55204.83024495569,360274.5706527763,0.9720106590203799
5166,55206.714794560525,360353.430646281,0.9719774338621233
5167,55208.562026351414,360424.54078910407,0.9719423076664568
5168,55210.372679294946,360521.80903995875,0.9719632323782267
5169,55212.14747772475,360591.2437758796,0.9719390204097237
5170,55213.88713163119,360626.15677313454,0.9718498577478616
5171,55217.57253496522,360678.6328251431,0.9718063257158913
5172,55221.18496001541,360722.62652837555,0.9717610735394471
5173,55224.72585189629,360783.09790620266,0.9717402040403257
5174,55228.19662710626,360806.15165837976,0.9716598984697682
5175,55231.59867409425,360848.8765175004,0.9716210444455622
5176,55234.93335381516,360923.0170496645,0.9716445622420039
5177,55238.20200027427,360973.53429295146,0.9716325601826982
5178,55241.40592106091,361008.6235039669,0.9715959540846547
5179,55244.54639787159,361013.5128223353,0.9714994491882348
5180,55247.62468702264,361053.17936141655,0.9714675823341963
5181,55250.64201995289,361099.41638269596,0.971442225292796
5182,55253.59960371619,361136.23811023135,0.9714173780960915
5183,55256.49862146438,361177.6685767962,0.9713939489188008
5184,55259.340232920535,361209.73157603206,0.9713687119349654
5185,55262.1255748429,361268.34121209144,0.9713942626012709
5186,55264.85576147968,361261.6910507771,0.9712861052618116
5187,55267.53188501473,361240.18168708775,0.9711749397229353
5188,55270.15501600454,361237.7918195545,0.9711093867010929
5189,55272.72620380643,361286.17200045445,0.9711370211292585
5190,55275.24647699838,361332.0807367684,0.9711644390058372
5191,55277.71684379049,361373.55257023335,0.9711916461679808
5192,55280.13829242831,361377.795828241,0.9711455640750452
5193,55282.511791588135,361322.29537223856,0.9709852491947716
5194,55284.83829076461,361252.4217864452,0.9708187854102033
5195,55291.07911669006,361260.8554005104,0.9707839943135056
5196,55297.19636190412,361312.9861925451,0.9708142070068307
5197,55303.19247354958,361358.62812097755,0.970844191925241
5198,55309.069850310974,361394.8606769877,0.970873954930355
5199,55314.83084337411,361426.75261055,0.9709034885288397
5200,55320.4777573667,361455.3421368131,0.9709327931484019
5201,55326.01285128023,361483.64719017816,0.9709618647200344
5202,55331.4383393737,361508.6855265943,0.9709907105900851
5203,55336.75639205936,361528.49960095657,0.9710102714738522
5204,55341.96913677106,361550.1065701013,0.9710387384660236
5205,55347.078658815204,361561.5482957719,0.9710522465850712
5206,55352.08700220499,361578.84632267966,0.9710803878099967
5207,55356.99617047816,361590.9971055386,0.971108314485421
5208,55361.8081274984,361601.03693533427,0.9711360226553876
5209,55366.52479824101,361609.9818414503,0.9711635121496744
5210,55371.14806956296,361613.8626191473,0.9711882581594287
5211,55375.67979095776,361617.7047821409,0.9712153404386611
5212,55380.12177529523,361613.54851565196,0.9712422207240909
5213,55384.47579954682,361608.4385801728,0.9712688881369739
5214,55388.743605496384,361601.3894400716,0.9712953466143941
5215,55392.92690043706,361594.4104406679,0.9713215943532346
5216,55397.027357854146,361507.89889399457,0.9711826522751167
5217,55401.04661809465,361416.2780094772,0.9710452257937284
5218,55404.98628902347,361319.5986262983,0.970902872730081
5219,55408.847946666574,361219.90112752916,0.9707597110712174
5220,55412.6331358415,361167.9618128273,0.970687825174906
5221,55420.30376681493,361183.20597389375,0.9707188765983044
5222,55427.82250410573,361196.3084020142,0.9707496845886899
5223,55435.192355509585,361207.2904079643,0.9707786483076773
5224,55442.41626926187,361219.15816509904,0.9708089822869611
5225,55449.497135217076,361228.9177853468,0.970839078490765
5226,55456.437786004855,361230.6200959404,0.9708689490828603
5227,55463.24099816318,361228.32536861766,0.9708985892531293
5228,55469.909493249055,361224.06342465134,0.9709279970604676
5229,55476.445938927296,361215.8637885851,0.9709571781060132
5230,55482.85295003764,361206.75071606186,0.9709861287262518
5231,55489.13308964086,361197.7283208771,0.9710148485115407
5232,55495.28887004401,361187.80067589326,0.9710433411312498
5233,55501.322753805514,361176.976788571,0.97107160883452
5234,55507.23715472026,361166.26060162,0.9710996513163984
5235,55513.0344387852,361154.6560185193,0.9711274720561844
5236,55518.7169251459,361142.1718790315,0.9711550728836886
5237,55524.28688702419,361127.82191008603,0.9711824574250452
5238,55529.74655262767,361113.61472690105,0.9712096235335093
5239,55535.09810604098,361097.55885897164,0.9712354623228588
5240,55540.34368809957,361082.6577757978,0.9712622078254737
5241,55545.48539724613,361067.9049621083,0.9712887403411362
5242,55550.525290369966,361053.2989425848,0.9713150612798211
5243,55555.46538362996,361035.85318196204,0.9713411778032031
5244,55560.30765326106,361018.5810109973,0.9713670864241035
5245,55565.05403636479,360999.49065267894,0.9713905193279709
5246,55569.7064316843,360982.5802979259,0.9714160336521641
5247,55574.26670036382,360965.83820540924,0.9714413448404741
5248,55578.73666669325,360949.2627008778,0.9714664544517935
5249,55583.118118837934,360932.85212673974,0.9714913649552267
5250,55587.41280955402,360915.6098170209,0.9715142197642986
5251,55591.622456889585,360893.5639481949,0.9715387607855916
5252,55595.748744871955,360866.7623168696,0.9715631151933468
5253,55599.79332418143,360839.2323435674,0.9715872780156815
5254,55603.7578128115,360807.9962008453,0.9716112558808442
5255,55607.64379671622,360776.0758406379,0.9716350447996425
5256,55611.452830444614,360744.4730959549,0.9716586442978824
5257,55615.186437762546,360713.18480644294,0.9716820562774396
5258,55618.84611226229,360680.21779344353,0.9717052856038331
5259,55622.433317960065,360647.5788104242,0.9717283298943801
5260,55625.94948988165,360614.26956852945,0.9717511925044291
5261,55629.39603463646,360579.3017121262,0.9717719964344855
5262,55632.7743309803,360546.67184434383,0.9717945109891146
5263,55636.08573036682,360512.37660211156,0.9718146445888222
5264,55639.331557488265,360479.41763094626,0.9718350030519137
5265,55642.513110805325,360448.7766594941,0.9718570136855383
5266,55645.63166306661,360417.44554845436,0.971878850947517
5267,55648.688461817765,360386.4261897633,0.971900514277196
5268,55651.68472990058,360354.7204565318,0.9719220067612186
5269,55654.62166594216,360323.330203233,0.9719433280520925
5270,55657.5004448344,360290.2622410118,0.9719644830949872
5271,55660.32221820401,360257.5233132405,0.9719854695951892
5272,55663.08811487323,360224.11512106896,0.9720062908357927
5273,55665.79924131139,360189.0492989688,0.9720269499370862
5274,55668.4566820775,360155.327415397,0.9720474425419049
5275,55671.061500254174,360119.95102320396,0.9720677757984888
5276,55673.614737872915,360084.92663491337,0.9720879470048288
5277,55676.117416330875,360049.2557231232,0.9721079594152776
5278,55678.57053679957,360013.9397457787,0.9721278122138274
5279,55680.97508062532,359978.9751711938,0.9721475069324887
5280,55683.332009721846,359944.3585028237,0.9721670448679255
5281,55685.642266955074,359910.086278915,0.9721864270713909
5282,55687.90677652032,359874.1650224084,0.9722056584272459
5283,55690.126444312,359838.60119133967,0.9722247364504849
5284,55692.302158286024,359802.3962043611,0.9722436643114526
5285,55694.43478881501,359764.56141625805,0.9722624449054983
5286,55696.52518903649,359727.1030937082,0.9722810758525556
5287,55698.57419519418,359690.01749078574,0.9722995582567171
5288,55700.582626972515,359651.3108490863,0.9723160850757991
5289,55702.55128782454,359614.9793978517,0.9723342882881102
5290,55704.48096529336,359578.01442871883,0.9723523483424394
5291,55706.37243132716,359541.41727022413,0.9723702646437951
5292,55708.226442588,359505.1842625602,0.9723880382612862
5293,55710.043740754576,359469.31178233575,0.9724056702434314
5294,55711.825052818844,359433.796242213,0.9724231618500901
5295,55713.571091376885,359398.6340905492,0.9724405142484868
5296,55715.28255491398,359362.82678616565,0.9724577303623795
5297,55716.96012808401,359327.375773368,0.9724748092932041
5298,55718.60448198333,359292.2775069663,0.9724917521410378
5299,55720.216274419305,359257.52847704623,0.9725085600558894
5300,55721.79615017338,359223.12520861794,0.9725252341070832
5301,55723.34474125906,359188.0692363929,0.9725417771719098
5302,55724.862667174726,359153.36207981186,0.972558188511737
5303,55726.35053515146,359119.0002680724,0.9725744689179417
5304,55727.80894039598,359084.98036490753,0.972590619631976
5305,55729.23846632873,359051.29896824184,0.9726066416935376
5306,55730.63968481727,359017.9527098514,0.9726225359983668
5307,55732.01315640506,358984.938255027,0.9726383036542249
5308,55733.35943053565,358952.2523022407,0.9726539457150398
5309,55734.67904577258,358919.8915828154,0.9726694633128707
5310,55735.972530014704,358887.85286059836,0.9726848573587842
5311,55737.24040070748,358856.13293163717,0.9727001286695421
5312,55738.48316504991,358823.7335989841,0.9727134245559607
5313,55739.70132019743,358792.65167262603,0.9727266952425431
5314,55740.89535346086,358762.87404404266,0.9727416315323137
5315,55742.06574250123,358733.39271027106,0.9727564488451186
5316,55743.21295552102,358704.2047231042,0.9727711481054342
5317,55744.33745145129,358675.3071636703,0.9727857303468622
5318,55745.43968013543,358645.7021172656,0.9727992918394099
5319,55746.520082508985,358617.38667331275,0.9728136499641432
5320,55747.579090776126,358589.3529750708,0.9728278936621658
5321,55748.61712858254,358560.60319422436,0.9728402224431286
5322,55749.634611184876,358533.13450572465,0.9728542544351587
5323,55750.631945616864,358505.9391375085,0.9728681745632065
5324,55751.60953085217,358478.0193450955,0.9728819854092895
5325,55752.567757964,358450.37736156216,0.9728956860829814
5326,55753.507010281544,358423.0104226412,0.972909277612766
5327,55754.4276635433,358395.91579157015,0.9729227608790852
5328,55755.33008604739,358369.0907588182,0.972936136671966
5329,55756.21463879892,358342.5326418151,0.9729494057420361
5330,55757.081675654386,358317.2338095582,0.9729625670403137
5331,55757.931543463215,358292.18670697557,0.9729756235223369
5332,55758.76458220652,358267.3888292942,0.972988575888506
5333,55759.58112513312,358240.8476469131,0.9730014288081767
5334,55760.38149889286,358214.57055589906,0.973014179297571
5335,55761.16602366725,358188.55492847716,0.973026828140254
5336,55761.9350132976,358163.79318789527,0.9730393740151516
5337,55762.68877541051,358138.2828079162,0.9730518219296967
5338,55763.427611540996,358114.02128743945,0.973064168708907
5339,55764.15181725306,358090.0011751266,0.9730764171150794
5340,55764.86168225795,358065.2250440308,0.9730867669615265
5341,55765.55749053007,358039.700416727,0.9730968682716153
5342,55766.23952042056,358016.4198155655,0.9731088560799799
5343,55766.90804476866,357992.3758373012,0.9731183214581377
5344,55767.56333101087,357970.5611523529,0.9731301355141276
5345,55768.205641287874,357948.9635289464,0.9731418553885217
5346,55768.8352325495,357927.58080726536,0.9731534819032771
5347,55769.45235665743,357906.4108489841,0.9731650158217937
5348,55770.057260486,357885.4515370539,0.9731764577915872
5349,55770.65018602093,357863.70575061557,0.9731878103946229
